Tskin-Head,Tskin-Chest,Tskin-Back,Tskin-Pelvis,Tskin-Left Upper Arm,Tskin-Right Upper Arm,Tskin-Left Lower Arm,Tskin-Right Lower Arm,Tskin-Left Hand,Tskin-Right Hand,Tskin-Left Thigh,Tskin-Right Thigh,Tskin-Left Lower Leg,Tskin-Right Lower Leg,Tskin-Left Foot,Tskin-Right Foot
32.49916667,34.27866667,33.65983333,33.481,32.02766667,34.65716667,32.91183333,32.55166667,31.45883333,29.03183333,31.02366667,30.67883333,31.4715,30.82966667,31.996,30.5085
